cd_setor;nm_dist;qt_pessoas;area_km2;qt_crimes;tx_crimes_1000_hab;log_tx_crimes_1000_hab;indice_infraestrutura_urbana;indice_mobilidade_urbana;indice_caminhabilidade;indice_vulnerabilidade_urbana;log_renda_media;densidade_populacional
355030811000516;Brasilândia;630;0.018158;2;3.1746031746031744;1.4290193057862317;0.46786248131539615;0.0;0.19944808554674023;0.29834583108497853;7.4031829605680315;34695.45104086353
355030811000545;Brasilândia;300;0.0059222;0;0.0;0.0;;0.0;;0.4256410256410256;8.095781611478385;50656.85049474857
355030811000549;Brasilândia;447;0.0174097;3;6.7114093959731544;2.0427009719032965;0.5467479674796748;0.0;0.3333333333333333;0.21777777777777776;7.4045225454970875;25675.34190709777
355030811000559;Brasilândia;430;0.0160355;6;13.953488372093023;2.704944608544057;0.7136752136752137;0.0;0.2670940170940171;0.10728744939271255;7.7388192223591314;26815.503102491344
355030811000561;Brasilândia;405;0.0123521;1;2.4691358024691357;1.243905514661307;0.6545893719806762;0.0036231884057971015;0.3333333333333333;0.14800000000000002;7.687777160525306;32787.94698877114
355030811000595;Brasilândia;275;0.0216901;8;29.09090909090909;3.404223102578692;0.5750340136054422;0.005;0.33346938775510204;0.1790578512396694;7.987059018277465;12678.595303848298
355030811000597;Brasilândia;506;0.0034889;7;13.83399209486166;2.6969213104075007;0.5;0.5;0.6666666666666666;0.2;8.757722333699256;145031.38525036545
355030811000603;Brasilândia;524;0.0678084;1;1.9083969465648853;1.0676020519255494;;0.0;;0.8230302102469892;7.645517252301033;7727.656160593672
355030811000605;Brasilândia;636;0.0315962;0;0.0;0.0;;0.0;;0.8498293515358363;7.0390642037535605;20129.002854773677
355030811000628;Brasilândia;244;0.0137583;5;20.491803278688522;3.0676716195903886;0.5632183908045977;0.10344827586206896;0.3333333333333333;0.20073367571533382;7.362518358811588;17734.749205933873
355030811000658;Brasilândia;177;0.0042728;1;5.649717514124294;1.8945743746864476;0.7251461988304092;0.08771929824561403;0.39181286549707606;0.016129032258064516;7.285808079479964;41424.82681145853
355030811000664;Brasilândia;378;0.0143808;0;0.0;0.0;0.631054131054131;0.0;0.3333333333333333;0.042735042735042736;7.388111385931928;26285.046728971964
355030811000683;Brasilândia;189;0.0069285;0;0.0;0.0;0.4731182795698925;0.20967741935483872;0.13978494623655915;0.3852292020373514;7.147291729502503;27278.631738471533
355030811000702;Brasilândia;525;0.0224229;3;5.714285714285714;1.9042374526547454;0.5767045454545454;0.0;0.3106060606060606;0.24358805445761966;7.587422005128204;23413.563811995773
355030811000706;Brasilândia;239;0.0086643;4;16.736401673640167;2.8756191194211262;0.6666666666666666;0.0;0.38257575757575757;0.18763157894736843;7.589270064812326;27584.455755225466
355030811000713;Brasilândia;477;0.0499799;18;37.73584905660377;3.6567655034668114;0.708874458874459;0.07467532467532467;0.3874458874458874;0.11533871533871536;7.831589487161413;9543.836622322173
355030812000004;Butantã;260;0.0243266;1;3.8461538461538463;1.578185368929996;0.7483333333333334;0.0;0.3333333333333333;0.11346902654867257;8.802778066285692;10687.888977497883
355030812000009;Butantã;657;0.0422694;8;12.1765601217656;2.5784395027311633;0.8319327731092437;0.0;0.49859943977591037;0.1192557536933403;8.673405173870178;15543.15888089256
355030812000035;Butantã;389;0.0492928;8;20.56555269922879;3.071097259227848;0.8199513381995134;0.0364963503649635;0.3771289537712896;0.033783847421709444;8.996803032907183;7891.61905998442
355030812000071;Butantã;476;0.0409692;20;42.016806722689076;3.761590893346054;0.6907630522088354;0.0783132530120482;0.3373493975903615;0.18311914323962517;8.19946419761216;11618.484129541217
355030812000080;Butantã;304;0.0277256;12;39.473684210526315;3.7006519903392037;0.8284671532846716;0.06569343065693431;0.4233576642335766;0.030116872705792996;8.822272058291265;10964.595896932798
355030812000099;Butantã;227;0.0147501;1;4.405286343612335;1.6873774272295088;0.8130434782608695;0.0;0.4608695652173913;0.0386335403726708;8.244806873523576;15389.726171347991
355030812000119;Butantã;178;0.0014603;0;0.0;0.0;0.8333333333333334;0.0;0.6666666666666666;0.009302325581395349;9.309990212725026;121892.76176128192
355030812000136;Butantã;583;0.0070329;2;3.4305317324185247;1.4885196067453481;0.48108108108108105;0.0;0.13153153153153155;0.2945413018652455;7.399630472229103;82896.10260347794
355030812000150;Butantã;419;0.0438178;24;57.279236276849645;4.065245876863132;0.7199211045364892;0.011834319526627219;0.47534516765285995;0.1911722373260835;8.961859781723538;9562.32398705549
355030813000037;Cachoeirinha;507;0.053661;28;55.226824457593686;4.0293939465424575;0.6032986111111112;0.2734375;0.4895833333333333;0.2232560331825038;7.829865047375543;9448.202605244032
355030813000050;Cachoeirinha;1038;0.0145548;0;0.0;0.0;0.35010162601626016;0.0;0.10005348737697904;0.42079182411542426;7.2786013366946545;71316.67903372084
355030813000091;Cachoeirinha;500;0.0251196;0;0.0;0.0;0.7435185185185186;0.3333333333333333;0.3349206349206349;0.07545605306799337;7.5276487377971755;19904.775553750856
